TAXON_NAME,START_DATE,PARENT_NAME,TRAINING,COMMENTS
Pseudosolenia calcar-avis,2008-09-29,,,
Nephrocytium spp.,2008-09-29,,,
Entomoneis kjellmanii var. striolata,2008-09-29,,,
Halamphora granulata,2008-09-29,,,
Corythodinium tesselatum,2008-09-29,,,
Bacillariophyceae,2008-09-29,,,
Dinophysis hyalina,2008-09-29,,,
Fragilaria granulata,2008-09-29,,,
Diploneis didyma,2008-09-29,,,
Gyrodinium capsulatum,2008-09-29,,,
Fragilaria brevistriata,2008-09-29,,,
Lyrella lyra,2008-09-29,,,
Navicula peregrina,2008-09-29,,,
Pinnunavis yarrensis,2008-09-29,,,
Tryblionella brightwellii,2008-09-29,,,
Oxytoxum depressum,2008-09-29,,,
Plagiogramma tenuistriatum,2008-09-29,,,
Pyrocystis elegans,2008-09-29,,,
Stauroneis spp.,2008-09-29,,,
Surirella javanica,2008-09-29,,,
Coscinodiscus griseus,2008-09-29,,,
Coscinodiscus simbirskianus,2008-09-29,,,
Dinophyceae,2008-09-29,,,
Dinophysis baltica,2008-09-29,,,
Histioneis panda,2008-09-29,,,
Gyrosigma balticum,2008-09-29,,,
Rhabdonema adriaticum,2008-09-29,,,
Petrodictyon gemma,2008-09-29,,,
Synedra crystallina,2008-09-29,,,
Actinoptychus octonarius,2008-09-29,,,
Amphidinium lissae,2008-09-29,,,
Amphora arcta,2008-09-29,,,
Caloneis liber,2008-09-29,,,
Campylodiscus ornatus,2008-09-29,,,
Coscinodiscus debilis,2008-09-29,,,
Amphora ostrearia,2008-09-29,,,
Discostella stelligera,2008-09-29,,,
Diplopsalis sphaerica,2008-09-29,,,
Gossleriella punctata,2008-09-29,,,
Mastogloia strigilis,2008-09-29,,,
Aulacoseira distans,2008-09-29,,,
Navicula clementis,2008-09-29,,,
Navicula granulata,2008-09-29,,,
Navicula libellus,2008-09-29,,,
Protoperidinium heteracanthum,2008-09-29,,,
Gyrodinium britannicum,2008-09-29,,,
Histioneis biremis,2008-09-29,,,
Plagiogrammopsis vanheurckii,2008-09-29,,,
Pseudo-eunotia spp.,2008-09-29,,,
Syracosphaera nana,2008-09-29,,,
Schroederella spp.,2008-09-29,,,
Treubaria spp.,2008-09-29,,,
Pachysphaera cf. spp.,2008-09-29,,,
Corymbellus spp.,2008-09-29,,,
Preperidinium meunieri,2008-09-29,,,
Ornithocercus carpentariae,2008-09-29,,,
Amphiprora kufferathii,2008-09-29,,,
Entomoneis robusta,2008-09-29,,,
Dinobryon spp.,2008-09-29,,,
Fragilariopsis linearis,2008-09-29,,,
Centrodinium pavillardii,2008-09-29,,,
Chlamydomonas spp.,2008-09-29,,,
Tryblionella apiculata,2008-09-29,,,
Parapedinella reticulata,2008-09-29,,,
Encyonema spp.,2008-09-29,,,
Pontosphaera discopora,2008-09-29,,,
Porosira glacialis,2008-09-29,,,
Porosira pseudodenticulata,2008-09-29,,,
Proteomonas sulcata,2008-09-29,,,
Proterythropsis crassicaudata,2008-09-29,,,
Protoperidinium globulum,2008-09-29,,,
Protoperidinium metananum,2008-09-29,,,
Protoperidinium nipponicum,2008-09-29,,,
Protoperidinium raphanum,2008-09-29,,,
Protopsis elongata,2008-09-29,,,
Protopsis simplex,2008-09-29,,,
Prymnesium spp.,2008-09-29,,,
Prymnesium chiton,2008-09-29,,,
Prymnesium minus,2008-09-29,,,
Prymnesium parvum,2008-09-29,,,
Prymnesium parvum f. patelliferum,2008-09-29,,,
Prymnesium polylepis,2008-09-29,,,
Pseudogomphonema spp.,2008-09-29,,,
Pseudoisochrysis paradoxa,2008-09-29,,,
Pseudopedinella thomsenii,2008-09-29,,,
Pteridomonas danica,2008-09-29,,,
Pterosperma spp.,2008-09-29,,,
Pterosperma parallelum,2008-09-29,,,
Pyramimonas (Pyramimonas) propulsa,2008-09-29,,,
Pyramimonas (Trichocystis) grossii,2008-09-29,,,
Pyramimonas cirolanae,2008-09-29,,,
Pyramimonas cordata,2008-09-29,,,
Pyramimonas formosa,2008-09-29,,,
Pyramimonas longicauda,2008-09-29,,,
Pyramimonas mitra,2008-09-29,,,
Pyramimonas moestrupii,2008-09-29,,,
Pyramimonas obovata,2008-09-29,,,
Pyramimonas virginica,2008-09-29,,,
Pyrophacus vancampoae,2008-09-29,,,
Reticulofenestra spp.,2008-09-29,,,
Rhizosolenia antennata f. semispina,2008-09-29,,,
Rhodomonas duplex,2008-09-29,,,
Rhodomonas maculata,2008-09-29,,,
Rhodomonas salina,2008-09-29,,,
Richelia intracellularis,2008-09-29,,,
Sphenomonas angusta,2008-09-29,,,
Sphenomonas elongata,2008-09-29,,,
Stellarima microtrias,2008-09-29,,,
Stephanoeca diplocostata,2008-09-29,,,
Stichococcus spp.,2008-09-29,,,
Symbiodinium spp.,2008-09-29,,,
Synechococcus spp.,2008-09-29,,,
Synedra ulna,2008-09-29,,,
Syracosphaera corolla,2008-09-29,,,
Tabellaria fenestrata,2008-09-29,,,
Tabellaria flocculosa,2008-09-29,,,
Tabularia gaillonii,2008-09-29,,,
Teleaulax acuta,2008-09-29,,,
Telonema spp.,2008-09-29,,,
Telonema antarcticum,2008-09-29,,,
Telonema subtile,2008-09-29,,,
Thalassiosira gracilis var. expecta,2008-09-29,,,
Thalassiosira gracilis var. gracilis,2008-09-29,,,
Thaumatomastix spp.,2008-09-29,,,
Thaumatomastix salina,2008-09-29,,,
Thaumatomastix setifera,2008-09-29,,,
Thaumatomastix tripus,2008-09-29,,,
Togula jolla,2008-09-29,,,
Toxarium undulatum,2008-09-29,,,
Trinovantidinium applanatum,2008-09-29,,,
Triparma columacea alata,2008-09-29,,,
Ulnaria acus,2008-09-29,,,
Stephanodiscus spp.,2008-09-29,,,
Urceolus costatus,2008-09-29,,,
Warnowia atra,2008-09-29,,,
Warnowia rosea,2008-09-29,,,
Warnowia subnigra,2008-09-29,,,
Warnowia violescens,2008-09-29,,,
Warnowia voracis,2008-09-29,,,
Xystonellopsis cymatica,2012-08-07,,,Ciliates not previously counted in NRS samples
Nitzschia tryblionella,2008-09-29,,,
Wigwamma spp.,2008-09-29,,,
Woloszynskia spp.,2008-09-29,,,
Tectatodinium spp.,2008-09-29,,,
Aulacoseira granulata,2008-09-29,,,
Chaetoceros gracilis,2008-09-29,,,
Cochlodinium helicoides,2008-09-29,,,
Gymnodinium paulsenii,2008-09-29,,,
Nodularia spp.,2008-09-29,,,
Corythodinium reticulatum,2008-09-29,,,
Thalassiosira delicatula,2008-09-29,,,
Climacocylis spp.,2012-08-07,,,Ciliates not previously counted in NRS samples
Neostreptotheca spp.,2008-09-29,,,
Amphora egregia,2008-09-29,,,
Asterolampra dallasiana,2008-09-29,,,
Asteromphalus roperianus,2008-09-29,,,
Amphora rhombica,2008-09-29,,,
Coscinodiscus elegans,2008-09-29,,,
Gymnodinium achromaticum,2008-09-29,,,
Mastogloia cocconeiformis,2008-09-29,,,
Mastogloia rostellata,2008-09-29,,,
Navicula cyprinus,2008-09-29,,,
Stauroneis anceps,2008-09-29,,,
Diploneis smithii,2008-09-29,,,
Grammatophora serpentina,2008-09-29,,,
Homozygosphaera tholifera,2008-09-29,,,
Plagiogramma staurophorum,2008-09-29,,,
Synedra superba,2008-09-29,,,
Auliscus punctatus,2008-09-29,,,
Campylodiscus crebrecostatus,2008-09-29,,,
Amphidinium globosum,2008-09-29,,,
Citharistes spp.,2008-09-29,,,
Diploneis coffaeiformis,2008-09-29,,,
Diploneis fusca,2008-09-29,,,
Gymnodinium virescens,2008-09-29,,,
Mastogloia gracilis,2008-09-29,,,
Melanodinium nigricans,2008-09-29,,,
Lyrella lyra var. subcarinata,2008-09-29,,,
Aneumastus tusculus,2008-09-29,,,
Navicula viridula,2008-09-29,,,
Nitzschia martiana,2008-09-29,,,
Tryblionella plana,2008-09-29,,,
Protoperidinium saltans,2008-09-29,,,
Steenstrupiella steenstrupii,2012-08-07,,,Ciliates not previously counted in NRS samples
Stictodiscus argus,2008-09-29,,,
Plagiotropis lepidoptera,2008-09-29,,,
Coscinodiscus lacustris,2008-09-29,,,
Coccolithus pelagicus braarudii,2008-09-29,,,
Dinophysis opposita,2008-09-29,,,
Phalacroma biceps,2008-09-29,,,
Pinnularia borealis,2008-09-29,,,
Cymbella lanceolata,2008-09-29,,,
Stauroneis phoenicenteron,2008-09-29,,,
Nitzschia sicula var. bicuneata,2008-09-29,,,
Trachelomonas spp.,2008-09-29,,,
Diploneis ovalis,2008-09-29,,,
Melosira cf. spp.,2008-09-29,,,
Nitzschia lorenziana,2008-09-29,,,
Amphora cf. rhombica,2008-09-29,,,
Navicula transitans,2008-09-29,,,
Pinnularia braunii,2008-09-29,,,
Tetraselmis cf. spp.,2008-09-29,,,
Chaetoceros sessilis,2008-09-29,,,
Petroneis marina,2008-09-29,,,
Pyrophacus cf. spp.,2008-09-29,,,
Licmophora paradoxa,2008-09-29,,,
Licmophora lyngbyei,2008-09-29,,,
Polykrikos cf. spp.,2008-09-29,,,
Pyrocystis cf. spp.,2008-09-29,,,
Licmophora cf. spp.,2008-09-29,,,
Navicula distans,2008-09-29,,,
Chaetoceros cf. decipiens,2008-09-29,,,
Heterosigma cf. spp.,2008-09-29,,,
Navicula cf. tripunctata,2008-09-29,,,
Ciliate (naked < 25µm),2012-08-07,,,Ciliates not previously counted in NRS samples
Chrysochromulina cf. spp.,2008-09-29,,,
Corymbellus cf. spp.,2008-09-29,,,
Imantonia cf. spp.,2008-09-29,,,
Diploneis cf. didyma,2008-09-29,,,
Guinardia cf. striata,2008-09-29,,,
Pseudo-nitzschia cf. heimii,2008-09-29,,,
Surirella cf. fastuosa,2008-09-29,,,
Triceratium cf. spp.,2008-09-29,,,
Dictyocha fibula f. rhombica,2008-09-29,,,
Tabularia cf. fasciculata,2008-09-29,,,
Prorocentrum cf. minimum,2008-09-29,,,
Protoperidinium bipes,2008-09-29,,,
Navicula transitrans var. derasa f. delicatula,2008-09-29,,,
Pseudopedinella pyriforme,2008-09-29,,,
Prorocentrum cf. dentatum,2008-09-29,,,
Protoperidinium cf. thorianum,2008-09-29,,,
Achnanthes cf. brevipes,2008-09-29,,,
Dinophysis infundibula,2008-09-29,,,
Plagiogramma cf. spp.,2008-09-29,,,
Chlamydomonas cf. spp.,2008-09-29,,,
Amphidinium cf. spp.,2008-09-29,,,
Dinophysis cf. acuminata,2008-09-29,,,
Druridgia compressa,2008-09-29,,,
Peridinium cf. spp.,2008-09-29,,,
Tryblionella cf. compressum,2008-09-29,,,
Pyramimonas cf. spp.,2008-09-29,,,
Hantzschia cf. virgata,2008-09-29,,,
Leptocylindrus cf. spp.,2008-09-29,,,
Pseudo-nitzschia cf. fraundulenta,2008-09-29,,,
Synedra cf. ulna,2008-09-29,,,
Salpingoeca cf. inquillata,2008-09-29,,,
Dictyochophyceae,2008-09-29,,,
Bacteriastrum cf. spp.,2008-09-29,,,
Cymatopleura elliptica,2008-09-29,,,
Dactyliosolen cf. spp.,2008-09-29,,,
Chaetoceros cf. atlanticus,2008-09-29,,,
Phalacroma oxytoxoides,2008-09-29,,,
Resultor spp.,2008-09-29,,,
Chrysosphaerella spp.,2008-09-29,,,
Halosphaera spp.,2008-09-29,,,
Imantonia spp.,2008-09-29,,,
Mamiella spp.,2008-09-29,,,
Fallacia spp.,2008-09-29,,,
Pseudoscourfieldia spp.,2008-09-29,,,
Delicata delicatula,2008-09-29,,,
Kirchneriella spp.,2008-09-29,,,
Chaetoceros cf. seiracanthus,2008-09-29,,,
Chaetoceros brevis/laciniosus,2008-09-29,,,
Chaetoceros cf. affinis,2008-09-29,,,
Fusola spp.,2008-09-29,,,
Chaetoceros cf. coronatus,2008-09-29,,,
Chaetoceros cf. dichaetus,2008-09-29,,,
Chaetoceros cf. neglectus,2008-09-29,,,
Chaetoceros resting cyst,2008-09-29,,,
Chaetoceros solitary,2008-09-29,,,
Mesodinium cf. spp.,2008-09-29,,,
Strombidium cf. spp.,2008-09-29,,,
Coscinodiscus cf. asteromphalus,2008-09-29,,,
Dissodinium pseudolunula,2008-09-29,,,
Fragilariopsis cf. doliolus,2008-09-29,,,
Karenia cf. papilionacea,2008-09-29,,,
Tripos euarcuatus,2008-09-29,,,
Laboea spp.,2012-08-07,,,Ciliates not previously counted in NRS samples
Rhizosolenia setigera f. pungens,2008-09-29,,,
Spatulodinium pseudonoctiluca,2008-09-29,,,
Attheya cf. septentrionalis,2008-09-29,,,
Planktoniella blanda,2008-09-29,,,
Rhizosolenia spp.with symbiont,2015-02-01,,Hobart phytoplankton workshop Feb2015,
Coscinodiscus cf. radiatus,2008-09-29,,,
Amphorides amphora,2008-09-29,,,
Minutocellus scriptus,2008-09-29,,,
Oltmannsiella spp.,2008-09-29,,,
Urgorri complanatus,2008-09-29,,,
Minidiscus spp.,2008-09-29,,,
Goniomonas spp.,2008-09-29,,,
Fragilidium subglobosum,2008-09-29,,,
Arthrospira spp.,2008-09-29,,,
Skeletonema japonica/pseudocostatum,2008-09-29,,,
Hermesinum adriaticum,2008-09-29,,,
Cuspidothrix spp.,2008-09-29,,,
Ochromonas cf. spp.,2008-09-29,,,
Prorocentrum minimum/cordatum,2008-09-29,,,
Lioloma pacificum,2008-09-29,,,
Lepidodinium spp.,2008-09-29,,,
Planktosphaeria spp.,2008-09-29,,,
Chroococcus spp.,2008-09-29,,,
Globigerinidae,2008-09-29,,,
Aulacodiscus spp.,2008-09-29,,,
Calciopappus spp.,2008-09-29,,,
Chaetoceros aequatorialis,2008-09-29,,,
Ephemera planamembranaceae,2008-09-29,,,
Pseudoguinardia spp.,2008-09-29,,,
Rhabdolithes spp.,2008-09-29,,,
Alexandrium concavum,2008-09-29,,,
Amphidiniopsis spp.,2008-09-29,,,
Protoceratium spp.,2008-09-29,,,
Ostreopsis siamensis,2008-09-29,,,
Nematodinium spp.,2008-09-29,,,
Lepidodinium chlorophorum,2008-09-29,,,
Fibrocapsa spp.,2008-09-29,,,
Haramonas spp.,2008-09-29,,,
Chrysochromulina quadrikonta,2008-09-29,,,
Algirosphaera spp.,2008-09-29,,,
Bicosoeca spp.,2008-09-29,,,
Diaphanoeca grandis,2008-09-29,,,
Achnanthidium spp.,2008-09-29,,,
Paulinella spp.,2008-09-29,,,
Phaeocystis spp.,2008-09-29,,,
Cyclophora spp.,2008-09-29,,,
Oltmannsiella lineata,2008-09-29,,,
Nematopsides spp.,2008-09-29,,,
Protoperidinium cf. diabolum,2008-09-29,,,
Chrysophyceae >10 um,2008-09-29,,,
Rotalia spp.,2012-08-07,,,Forams not previously counted in NRS samples
Thalassiosiraceae,2008-09-29,,,
Alexandrium cf. cyst,2008-09-29,,,
Isthmia minima,2008-09-29,,,
Rhopalodia spp.,2008-09-29,,,
Omphalopsis australis,2008-09-29,,,
Hemiaulus fragilis,2008-09-29,,,
Rhizosolenia polydactyla f. polydactyla,2008-09-29,,,
Protoperidinium affine,2008-09-29,,,
Protoperidinium cf. charcotii,2008-09-29,,,
Protoperidinium incertum,2008-09-29,,,
Protoperidinium latissimum,2008-09-29,,,
Protoperidinium longipes,2008-09-29,,,
Protoperidinium rosaceum,2008-09-29,,,
Protoperidinium cf. unipes,2008-09-29,,,
Protoperidinium unipes,2008-09-29,,,
Bordnamonas tropicana,2008-09-29,,,
Calyptrolithophora papillifera,2008-09-29,,,
Sphaerocalyptra spp.,2008-09-29,,,
Helicosphaera wallichii,2008-09-29,,,
Ellobiopsidae,2008-09-29,,,
Nitzschia decipiens,2008-09-29,,,
Nitzschia directa,2008-09-29,,,
Terpsinoë musica,2008-09-29,,,
Campyloneis grevillei,2008-09-29,,,
Synedra fulgens,2008-09-29,,,
Scrippsiella cf. precaria,2008-09-29,,,
Aulacoseira spp.,2008-09-29,,,
Heteroschisma subantarcticum,2008-09-29,,,
Gonyaulax verior,2008-09-29,,,
Tryblionella kuetzingii,2008-09-29,,,
Goniodomataceae,2008-09-29,,,
Dadayiella ganymedes,2012-08-07,,,Ciliates not previously counted in NRS samples
Tintinnina ,2012-08-07,,,Tintinnids not previously counted in NRS samples
Codoniella campanulata,2008-09-29,,,
Rhabdonella amor,2012-08-07,,,Ciliates not previously counted in NRS samples
Codonellopsis balechi,2008-09-29,,,
Dictyocha octonaria - INVALID use Octactis octonaria,2008-09-29,,,
Xystonellopsis spp.,2012-08-07,,,Ciliates not previously counted in NRS samples
Helicostomella spp.,2012-08-07,,,Ciliates not previously counted in NRS samples
Undella claparedi,2012-08-07,,,Tintinnids not previously counted in NRS samples
Chaetoceros spp. 50-60 µm,2008-09-29,,,
Laboea strobila,2012-08-07,,,Ciliates not previously counted in NRS samples
Rhabdonella apophysata,2008-09-29,,,
Gyrodinium spp. 60-80 µm,2008-09-29,,,
Phaeocystis spp. (solitary),2012-08-07,Unid dinoflagellate < 10 µm,,Solitary form not previously identified in NRS samples
Centric diatom 40-50 µm,2008-09-29,,,
Falcomonas daucoides,2008-09-29,,,
Pediastrum spp.,2008-09-29,,,
Rhabdoderma spp.,2008-09-29,,,
Diplopelta bomba,2008-09-29,,,
Protoperidinium pallidum/pellucidum,2008-09-29,,,
Cruciplacolithus neohelis,2008-09-29,,,
Eutreptiella euparyngea,2008-09-29,,,
Unidentified diatom cyst,2008-09-29,,,
Phaeodactylum tricornuim,2008-09-29,,,
Anaulus spp.,2008-09-29,,,
Anaulus australis,2008-09-29,,,
Bellerochea yucatanensis,2008-09-29,,,
Hydrosera spp.,2008-09-29,,,
Aphanothece spp.,2008-09-29,,,
Diplopelta spp.,2008-09-29,,,
Meringosphaera spp.,2008-09-29,,,
Pseudopedinella spp.,2008-09-29,,,
Synura spp.,2008-09-29,,,
Protoperidinium quinquecorne,2008-09-29,,,
Protoceratium reticulatum cyst,2008-09-29,,,
Chrysotila carteri,2008-09-29,,,
Goniomonas truncata,2008-09-29,,,
Cymatosira spp.,2008-09-29,,,
Gonyaulax spp. cyst,2008-09-29,,,
Scrippsiella spp. cyst,2008-09-29,,,
Pseudokephyrion spp.,2008-09-29,,,
Hemiselmis brunnescens,2008-09-29,,,
Pseudanabaena galeata,2008-09-29,,,
Ensiculifera spp.,2008-09-29,,,
Parvicorbicula spp.,2008-09-29,,,
Minutocellus spp.,2008-09-29,,,
Biddulphiopsis spp.,2008-09-29,,,
Hyalodiscus spp.,2008-09-29,,,
Falcula spp.,2008-09-29,,,
Mastoneis spp.,2008-09-29,,,
Pleurosigma salinarum,2008-09-29,,,
Thalassionema cf. bacillare,2008-09-29,,,
Amphiprora cf. spp.,2008-09-29,,,
Gyrodinium cf. spp.,2008-09-29,,,
Heterocapsa cf. niei,2008-09-29,,,
Thalassiothrix cf. spp.,2008-09-29,,,
Pennate diatom 25 - 50 µm,2015-02-11,Pennate diatom > 10 µm,,Better discrimination of sizes
Pennate diatom 50 - 75 µm,2015-02-11,Pennate diatom > 10 µm,,Better discrimination of sizes
Unid dinoflagellate 30 - 50 µm,2015-02-01,Unid dinoflagellate > 10 µm,,Better discrimination of sizes
Unid dinoflagellate > 50 µm,2015-02-01,Unid dinoflagellate > 10 µm,,Better discrimination of sizes
Vorticella spp.,2012-08-07,,,Ciliates not previously counted in NRS samples
Pennate diatom > 100 µm,2015-02-11,Pennate diatom > 10 µm,,Better discrimination of sizes
Unid dinoflagellate 10 - 30 µm,2015-02-01,Unid dinoflagellate > 10 µm,,Better discrimination of sizes
Pennate diatom 10 - 25 µm,2015-02-11,Pennate diatom > 10 µm,,Better discrimination of sizes
Actinocyclus normanii,2008-09-29,,,
Amphora libyca,2008-09-29,,,
Craticula halophila,2008-09-29,,,
Melosira varians,2008-09-29,,,
Gonyaulax spinifera cyst,2008-09-29,,,
Navicula gregaria,2008-09-29,,,
Navicula menisculus,2008-09-29,,,
Navicula perminuta,2008-09-29,,,
Navicula rhynchocephala,2008-09-29,,,
Scenedesmus quadricaudus,2008-09-29,,,
Nitzschia clausii,2008-09-29,,,
Nitzschia dissipata,2008-09-29,,,
Nitzschia filiformis,2008-09-29,,,
Synechocystis spp.,2008-09-29,,,
Nitzschia ligowskii,2008-09-29,,,
Triadinium polyedricum,2008-09-29,,,
Nitzschia recta,2008-09-29,,,
Planothidium delicatulum,2008-09-29,,,
Stephanodiscus hantzschii,2008-09-29,,,
Stephanodiscus parvus,2008-09-29,,,
Surirella angusta,2008-09-29,,,
Surirella brebissonii,2008-09-29,,,
Surirella minuta,2008-09-29,,,
Gymnodinium spp. cyst,2008-09-29,,,
Phaeocystis antarctica,2008-09-29,,,
Gymnodinium catenatum cyst,2008-09-29,,,
Actinomonas spp.,2008-09-29,,,
Thecadinium spp.,2008-09-29,,,
Calycomonas spp.,2008-09-29,,,
Sarcinochrysis marina,2008-09-29,,,
Cyrtosphaera aculeata,2008-09-29,,,
Plagioselmis prolonga,2008-09-29,,,
Rhinomonas pauca,2008-09-29,,,
Rhodomonas spp.,2008-09-29,,,
Storeatula major,2008-09-29,,,
Parapedinella spp.,2008-09-29,,,
Tabellaria spp.,2008-09-29,,,
Tabularia spp.,2008-09-29,,,
Thalassiosira cf. mala,2008-09-29,,,
Diplopsalis spp. cyst,2008-09-29,,,
Protoperidinium claudicans cyst,2008-09-29,,,
Amoeba spp.,2008-09-29,,,
Chilomonas spp.,2008-09-29,,,
Microcoleus spp.,2008-09-29,,,
Unidentified dinoflagellate cyst,2008-09-29,,,
Nitzschia sigmoidea,2008-09-29,,,
Craticula spp.,2008-09-29,,,
Diatoma spp.,2008-09-29,,,
Ditylum brightwellii,2008-09-29,,,
Protoperidinium compressum,2008-09-29,,,
Alexandrium ostenfeldii,2008-09-29,,,
Gymnodinium impudicum,2008-09-29,,,
Prorocentrum cordatum,2008-09-29,,,
Pseudo-nitzschia fraudulenta/australis,2008-09-29,,,
Pseudo-nitzschia multistriata,2008-09-29,,,
Pseudo-nitzschia pungens/multiseries,2008-09-29,,,
Pseudo-nitzschia subpacifica/heimii,2008-09-29,,,
Takayama cf. pulchella,2008-09-29,,,
Takayama spp.,2008-09-29,,,
Alexandrium fraterculus,2008-09-29,,,
Alexandrium insuetum,2008-09-29,,,
Alexandrium pseudogonyaulax,2008-09-29,,,
Anabaena spp.,2008-09-29,,,
Coolia monotis,2008-09-29,,,
Gambierdiscus spp.,2008-09-29,,,
Karenia mikimotoi,2008-09-29,,,
Karlodinium australe,2008-09-29,,,
Prorocentrum emarginatum,2008-09-29,,,
Pseudo-nitzschia cf. galaxiae,2008-09-29,,,
Gyrosigma cf. balticum,2008-09-29,,,
Neodenticula seminae,2008-09-29,,,
Pseudo-nitzschia cf. subcurvata,2008-09-29,,,
Oxytoxum cf. variabile,2008-09-29,,,
Torodinium cf. robustum,2008-09-29,,,
Triceratium obtusum,2008-09-29,,,
Oxytoxum cf. turbo,2008-09-29,,,
Dactyliosolen fragilissimus,2008-09-29,,,Identified by Pru Bonham CSIRO Hobart
Warnowia polyphemus,2008-09-29,,,
Warnowia spp.,2008-09-29,,,
Chaetoceros cf. compressus,2008-09-29,,,
Anaulus minutus,2008-09-29,,,
Grammatophora hamulifera,2008-09-29,,,
Pronoctiluca cf. spp.,2008-09-29,,,
Warnowia pulchra,2008-09-29,,,
Chaetoceros coronatus,2008-09-29,,,
Pennate diatom 75 - 100 µm,2015-02-11,,,Better discrimination of sizes
Alexandrium cf. australiense,2008-09-29,,,
Microcystis aeruginosa,2008-09-29,,,
Microcystis wesenbergii,2008-09-29,,,
Prorocentrum cf. emarginatum,2008-09-29,,,
Alexandrium ostenfeldii cyst,2008-09-29,,,
Karenia brevisulcata,2008-09-29,,,
Planktolyngbya spp.,2008-09-29,,,
Protoceratium reticulatum,2008-09-29,,,
Pseudanabaena spp.,2008-09-29,,,
Pseudo-nitzschia galaxiae,2008-09-29,,,
Romeria spp.,2008-09-29,,,
Haramonas cf. spp.,2008-09-29,,,
Lyngbya cf. spp.,2008-09-29,,,
Pseudo-nitzschia subpacifica,2008-09-29,,,
Alexandrium cf. minutum,2008-09-29,,,
Coolia spp.,2008-09-29,,,
Cyanophyta,2008-09-29,,,
Haramonas dimorpha,2008-09-29,,,
Lyngbya spp.,2008-09-29,,,
Microcystis spp.,2008-09-29,,,
Prorocentrum clipeus,2008-09-29,,,
Aphanizomenon spp.,2008-09-29,,,
Phormidium spp.,2008-09-29,,,
Prorocentrum cf. concavum,2008-09-29,,,
Pseudanabaena cf. limnetica,2008-09-29,,,
Margelefidinium polykrikoides,2008-09-29,,,
Gymnodinium cf. catenatum,2008-09-29,,,
Prorocentrum cf. clipeus,2008-09-29,,,
Aphanocapsa spp.,2008-09-29,,,
Takayama pulchella,2008-09-29,,,
Merismopedia spp.,2008-09-29,,,
Microcystis botrys,2008-09-29,,,
Karlodinium cf. spp.,2008-09-29,,,
Takayama cf. spp.,2008-09-29,,,
Gloeotrichia spp.,2008-09-29,,,
Karenia bicuneiformis,2008-09-29,,,
Karenia brevis,2008-09-29,,,
Cyclotella stylorum,2008-09-29,,,
Dimeregramma spp.,2008-09-29,,,
Haslea ostrearia,2008-09-29,,,
Hillea spp.,2008-09-29,,,
Leucocryptos spp.,2008-09-29,,,
Lohmanniella spp.,2008-09-29,,,
Manguinea rigida,2008-09-29,,,
Ochromonas spp.,2008-09-29,,,
Protoperidinium cyst,2008-09-29,,,
Protoceratium cyst,2008-09-29,,,
Torodinium spp.,2008-09-29,,,
Rhizosolenia setigera group,2008-09-29,,,Identified by Pru Bonham CSIRO Hobart
Chaetoceros cf. lorenzianus,2008-09-29,,,
Proboscia cf. truncata,2008-09-29,,,
Dictyocysta mitra,2008-09-29,,,
Dictyocha messanensis f. spinosa,2008-09-29,,,
Pennate diatom < 10 µm,2008-09-29,,,
Protoperidinium cf. defectum,2008-09-29,,,
Nitzschia cf. longissima,2008-09-29,,,
Asteromphalus cf heptactis,2008-09-29,,,
Rhizosolenia cf. simplex,2008-09-29,,,
Plagiotropis gaussii,2008-09-29,,,
Tripos lineatus/pentagonus complex,2008-09-29,,,
Goniodoma spp.,2008-09-29,,,
Kryptoperidinium spp.,2008-09-29,,,
Stephanoeca spp.,2008-09-29,,,
Auliscus spp.,2008-09-29,,,
Meuniera spp.,2008-09-29,,,
Chattonella marina,2008-09-29,,,
Amphidinium scissum,2008-09-29,,,
Gyrodinium spirale,2008-09-29,,,
Sellaphora spp.,2008-09-29,,,
Carteria spp.,2008-09-29,,,
Rhodomonas lacustris,2008-09-29,,,
Tetraedron caudatum,2008-09-29,,,
Komma spp.,2008-09-29,,,
Resultomonas moestrupii,2008-09-29,,,
Urosolenia eriensis,2008-09-29,,,
Sphaerocystis spp.,2008-09-29,,,
Alexandrium peruvianum/ostenfeldii,2008-09-29,,,
Amylax spp.,2008-09-29,,,
Strombomonas cf. spp.,2008-09-29,,,
Hantzschia spp.,2008-09-29,,,
Chodatella spp.,2008-09-29,,,
Cryptomonas pyrenoidifera,2008-09-29,,,
Coenocystis spp.,2008-09-29,,,
Acanthoceras spp.,2008-09-29,,,
Cymbomonas spp.,2008-09-29,,,
Pleurochrysis spp.,2008-09-29,,,
Monoraphidium spp.,2008-09-29,,,
Micractinium spp.,2008-09-29,,,
Gymnodinium cf. aureolum,2008-09-29,,,
Oxyphysis oxytoxoides,2008-09-29,,,
Gambierdiscus toxicus,2008-09-29,,,
Dimorphococcus spp.,2008-09-29,,,
Apedinella spinifera,2008-09-29,,,
Katablepharis spp.,2008-09-29,,,
Tetrastrum spp.,2008-09-29,,,
Closteriopsis spp.,2008-09-29,,,
Katodinium glaucum,2008-09-29,,,
Coelastrum spp.,2008-09-29,,,
Navicula sigmoidea,2008-09-29,,,
Lyrella spp.,2008-09-29,,,
Planothidium frequentissium,2008-09-29,,,
Botryococcus spp.,2008-09-29,,,
Tetraedron spp.,2008-09-29,,,
Actinastrum spp.,2008-09-29,,,
Pontosphaera haeckeli,2008-09-29,,,
Centric diatom 20-30 µm,2008-09-29,,,
