SAMPLE,DEPTH_M,SST,CHLA
108-74,-52.975625,15.6099936,(null)
108-78,-53.0725,15.7899935,(null)
112-57,-51.02625,16.0099935,0.385483086
112-65,-49.545625,15.9399935,0.371144593
12-2,-55.965625,22.5399934,(null)
135-38,-465.109375,22.2749934,(null)
13-30,-3370.343125,20.4299934,(null)
14-14,-120.9275,23.5599934,(null)
14-18,-113.769375,22.8574934,(null)
14-34,-89.051875,22.4299934,(null)
14-46,-1300.9575,22.2399934,(null)
14-6,-168.759375,23.5249934,(null)
14-78,-140.0925,21.2949934,(null)
15-58,-1539.4675,16.5899935,(null)
15-82,-55.95125,15.7699935,(null)
1-46,-122.769375,22.6499934,(null)
2-46,-147.15875,18.1549935,(null)
2-62,-2595.694375,16.5749935,(null)
3-42,-1035.35375,22.3174934,(null)
3-58,-201.135625,22.3799934,(null)
412-13,-174.208125,23.4399934,0.101278149
412-17,-401.891875,22.6699934,0.081027366
412-33,-99.661875,22.5424934,0.10930182
412-41,-877.7375,22.3549934,0.077692121
412-45,-1413.196875,22.0699934,0.221378401
43-50,-702.243125,22.1749934,(null)
43-58,-190.023125,22.4749934,(null)
45-54,-65.313125,15.7099935,(null)
4-42,-157.475,18.6699935,(null)
4-50,-479.755,17.8199935,(null)
4-54,-1607.71375,16.5899935,(null)
51-50,-1496.775,21.9699934,(null)
51-70,-112.21,22.6399934,(null)
5-2,-93.999375,23.1899934,(null)
66-74,-123.55625,22.1099934,(null)
69-14,-1077.2875,20.0899935,(null)
69-18,-2345.531875,20.3199934,(null)
6-14,-913.84375,20.2499934,(null)
6-66,-297.520625,15.9699935,(null)
6-70,-75.351875,15.7349935,(null)
77-38,-711.22,19.1999935,(null)
77-62,-1691.264375,16.3799935,(null)
77-90,-76.59625,15.5499936,(null)
7-46,-1268.5375,21.9799934,(null)
7-50,-1008.605,22.0849934,(null)
82-14,-87.713125,23.3849934,(null)
82-42,-808.499375,22.2699934,(null)
82-62,-192.516875,22.4749934,(null)
83-26,-3801.490625,20.6349934,(null)
83-54,-591.6525,17.3649935,(null)
83-82,-57.02,15.7149935,(null)
83-86,-73.248125,15.7674935,(null)
83-98,-73.43875,15.3899936,(null)
9-2,-73.219375,15.6449936,(null)
150-28,0.1121,(null),(null)
150-32,0.1121,(null),(null)
150-45,0.1121,(null),(null)
150-57,0.1121,(null),(null)
150-62,0.1121,(null),(null)
1-24,0.1121,(null),(null)
1-29,0.1121,(null),(null)
249-49,0.1121,14.4357168,0.442352682
249-57,0.1121,14.9573174,0.276856989
249-69,0.1121,14.918,0.253363401
2-20,0.1121,(null),(null)
2-35,0.1121,(null),(null)
2-4,0.1121,(null),(null)
2-40,0.1121,(null),(null)
2-67,0.1121,(null),(null)
413-13,-1146.481998,24.4761899,0.33436206
413-17,-2701.874294,24.257724,0.307044566
413-73,-58.21782362,19.2920267,0.400031954
413-93,-73.87321433,19.6158858,0.224940017
414-65,-5468.005504,17.4784392,0.152431399
414-77,-5748.133189,17.9986055,0.202736527
415-9,-5486.895529,17.8113194,0.196230203
416-21,-5294.71255,18.9433359,0.114026763
416-33,-5264.888183,19.188126,0.145081058
416-45,-5231.487658,19.1787204,0.116378754
416-49,-5241.844525,19.3021288,0.08281485
416-73,-4180.977631,19.4782972,0.135962725
417-25,-4499.311399,26.2379712,0.904826045
417-29,-2196.072574,26.227008,0.576239109
418-17,-3375.699112,24.3934741,0.2023893
6-3,0.1121,(null),(null)
6-32,0.1121,(null),(null)
6-55,0.1121,(null),(null)
6-67,0.1121,(null),(null)
6-71,0.1121,(null),(null)
6-88,0.1121,(null),(null)
6-92,0.1121,(null),(null)
427-25,-445.0270698,16.3305126,0.341761947
427-17,-301.8513044,16.5468581,0.330074728
428-5,-267.6620747,15.373808,0.366929024
427-45,-57.58609619,14.4392266,0.683096111
431-21,-471.5036873,21.7813541,0.54574883
426-37,-361.3108892,21.0856768,0.290692896
431-17,-257.8133864,21.5064971,0.725483537
438-37,-56.10048,27.2956562,0.241888583
438-5,-17.19892257,26.960293,0.355287641
432-57,-74.21645115,12.850388,0.380610526
432-53,-60.81680563,12.7667309,0.462781638
423-49,-559.3901112,14.7194121,1.078148961
391-45,-4168.169503,11.17733144,0.245453537
423-1,-4323.05554,11.72217755,(null)
423-5,-4394.616584,11.77009532,(null)
159-63,0.1121,1.83,0.058638096
159-8,0.1121,0.93,(null)
194-49,-1184.84355,24.3,0.084150843
167-27,-1699.258025,12.16,0.349277884
163-92,0.1121,9.22,0.142964438
86-84,0.1121,7.07,0.152525216
161-5,0.1121,5.11,(null)
163-64,0.1121,9.86,0.171413913
162-75,0.1121,9.36,0.221597061
208-42,0.1121,12.03,0.214329824
83-25,0.1121,22.08,0.181181818
311-9,-57.040625,24.0197156,0.236622125
144-71,0.1121,3.45,0.11940904
166-35,0.1121,3.07,0.182316318
164-68,-4236.794513,3.02,0.14448303
450-21,-92.46253197,26.0130234,0.109980598
450-45,-448.0121733,25.4558777,0.241685495
451-65,-71.7775824,18.1469605,0.69181186
455-13,-4564.341678,12.9777033,0.457979113
455-21,-4742.236194,12.9647141,0.361636072
455-41,-3206.83546,15.16242,0.505360961
450-9,-403.0758095,26.3920648,0.13406767
451-5,-203.3118637,22.8295658,0.180197701
100-25,-3032.404713,18.76,0.299046427
157-5,-4197.898538,4.36,0.171738654
86-88,0.1121,7.18,0.144524664
215-46,-4467.664175,9.77,0.272053748
88-21,-4630.610931,2.96,0.156238034
86-78,-3704.337125,6.97,0.28716895
144-51,-3858.759325,3.89,0.118232034
219-63,-4231.211744,2.25,(null)
305-1,-138.27125,18.44,0.554741859
424-9,-3162.200095,13.8232124,0.65268296
443-13,-88.21646592,16.0396117,0.129259989
443-45,-4395.980492,16.6687047,0.278419942
446-5,-1186.695499,26.4456883,0.166871637
448-13,-1386.195027,23.2083212,0.245521367
448-25,-3210.634833,22.8417454,0.137391597
448-49,-260.7344036,20.5669013,0.232717708
448-61,-81.6348,19.7522162,0.314059317
449-69,-5505.15213,18.7699182,0.155604601
454-21,-4653.100461,12.1778507,1.048503637
454-69,-4142.885198,9.7173992,0.498956084
457-1,-88.31616736,21.91820086,0.278377354
457-57,-189.3523522,19.28225882,0.286612451
465-5,-4486.331937,9.526952109,0.212634146
465-45,-2308.15539,12.27198763,0.193038031
316-83,-4889.841116,12.76834291,0.213447645
316-75,-4433.671766,12.74742227,0.224387929
441-17,-99.83188855,23.46326332,0.086798772
160-83,0.1121,4.66,(null)
452-1,-2704.940507,17.74675124,0.276547819
452-9,-4101.661752,17.6270151,0.223541811
452-25,-5470.277353,17.0967108,0.252921343
442-53,-1410.075477,17.87860567,0.405407935
432-49,-56.71692823,12.8154611,0.448241681
332-53,-106.6625,24.22,0.28157264
163-86,0.1121,9.47,0.14207986
372-1,-115.684375,23.28,0.388464302
366-21,-1757.8275,16.06,0.132286549
52-53,-4632.815794,15.17,0.325633317
87-59,0.1121,4.8,0.163071066
53-73,-3564.833863,13.25,0.214154139
4-73,-49.54144375,13.26,0.52925241
162-51,-3578.5747,9.68,0.177396938
209-52,0.1121,1.99,0.17384851
219-48,-4229.485038,3.34,(null)
215-2,0.1121,11.32,0.338721484
403-21,-5560.520625,15.8431185,0.227969944
87-46,-4555.538588,5,0.260490566
216-47,-3406.753113,7.26,(null)
215-81,-3803.604575,9.09,0.213580981
414-73,-5442.382105,17.5839476,0.173640311
418-13,-2004.487338,24.7064209,0.366981626
426-5,-429.828693,21.5873022,0.251591593
159-7,0.1121,0.87,(null)
446-57,-104.6899212,23.6926147,0.488415152
449-77,-5555.774451,18.6627939,0.156859741
81-49,-415.105,16.32,0.896733105
164-27,-4426.776613,4.86,(null)
244-17,-77.21375,19.65,0.167702734
308-65,-4466.756875,15.24,0.212418094
244-13,-67.8,19,0.160896346
88-6,0.1121,3.63,0.141215757
186-13,-554.6235313,22.12,0.145580545
215-84,-3774.183256,8.93,0.195502147
241-13,-74.5675,15.2523547,0.470742255
242-5,-32.103125,26.29,0.47292912
68-77,-1043.441306,15.07,0.767789423
190-1,-1656.194494,17.51,0.285568923
240-37,-77.933125,27.59,0.160515428
209-53,0.1121,1.96,0.170793802
100-29,-3031.950044,18.84,0.352683872
416-13,-5418.834212,18.2015989,0.131029129
426-9,-1453.649879,21.445132,0.329791993
391-37,-3935.4673,11.60730422,0.593239546
442-21,-4487.630274,20.91621807,(null)
453-9,-2594.007594,14.9130143,0.609487116
90-20,0.1121,4.11,0.194333822
93-38,-3605.294025,8.58,0.192349344
166-27,0.1121,3.09,0.14387396
177-37,-1695.104888,20.21,0.275909215
219-61,-4232.784413,2.54,0.142203107
365-25,-65.3475,14.93,0.326230526
164-31,-4299.43655,5.11,(null)
86-72,-3499.067513,7.14,0.151038498
302-21,-74.404375,22.8,0.729023337
144-3,0.1121,5.53,0.11625348
164-80,0.1121,2.42,(null)
207-84,0.1121,9.09,(null)
145-46,0.1121,0.72,0.165964261
144-16,-3120.150063,4.74,0.128392145
164-59,0.1121,2.66,0.160397321
207-61,0.1121,9.44,(null)
483-41,-51.40359708,26.95768675,(null)
470-44,-963.80199,23.33220056,0.201729
513-45,-1696.500543,25.68592766,0.099604435
471-47,-3133.698023,8.598416176,0.215155572
519-49,-5290.665142,13.39076195,0.32514298
468-49,-268.0031693,17.08319751,0.541139424
470-50,-1457.168068,23.26433666,0.163618311
471-50,-3043.65554,8.438024922,0.224119574
471-52,-3052.825645,8.365435395,0.242047057
519-53,-5449.716331,13.07969611,0.280768007
471-55,-3086.791788,8.269940692,0.239609107
472-55,-4466.148058,4.851081412,0.145573154
468-57,-406.9812113,16.970978,0.711426914
483-57,-47.5813851,27.03672104,0.489747435
519-57,-5462.113622,12.9246897,0.25018537
470-60,-375.2628906,23.14101989,0.118842378
473-62,-4564.91159,2.144771977,(null)
471-63,-3239.091534,7.528904082,0.244181186
391-39,-4226.212774,11.52178065,0.346654922
480-65,-110.3168061,26.13243205,0.176370054
471-66,-3191.916222,7.478073699,0.223468825
480-69,-182.8355825,26.37294208,0.18120113
517-69,-58.53459776,14.25796549,0.73063463
519-69,-5537.732182,13.08053409,0.251547843
471-69,-3315.701776,7.236396135,0.162493527
471-71,-3412.640736,6.735497346,(null)
519-73,-5514.698168,12.99243784,0.240021482
473-73,-4515.775891,1.370338738,0.349151939
472-73,-4478.446724,4.2462382,0.211635381
473-74,-4507.631564,1.261904492,0.363916218
519-77,-5529.94134,13.04405849,0.209938243
472-80,-4440.33636,3.895719701,0.140983135
266-17,-1779.942126,18.1854813,0.226005495
513-9,-146.619837,25.7925096,0.140648633
530-9,-4671.212488,19.61356913,0.270637602
473-9,-4366.02204,4.166261903,0.116497897
517-9,-626.3814116,19.99043081,0.546117604
266-37,-2714.088759,16.2970969,0.236542746
505-9,-1088.825231,13.71241083,1.146648884
503-9,-3979.306901,28.02905871,0.301284701
503-5,-4074.215894,28.03776778,0.237009615
459-9,-94.27632074,15.40810511,0.427760392
266-33,-2556.435843,16.26158883,0.285521358
491-5,-5474.792106,20.79818781,0.134363472
501-5,-5674.272484,27.69706295,0.096998885
391-30,-4328.262087,11.93420884,0.272144884
471-2,-3426.656294,10.12522349,0.197634026
514-1,-157.7698121,22.29309424,0.168152153
490-1,-5139.978028,19.74579621,0.12204311
472-10,-3849.08562,7.141516966,(null)
472-11,-3847.013222,7.054810808,0.156195834
473-12,-4405.145889,4.086625933,0.115004145
391-43,-4106.328291,11.39150199,0.30997178
492-13,-5666.888317,22.36141557,0.136526257
391-32,-4257.167206,11.95234362,0.31073311
479-17,-4607.033496,12.77906476,(null)
468-17,-2959.77848,19.72743949,0.206821382
471-19,-3433.223297,9.435113686,0.226914614
471-20,-3422.669123,9.395441686,(null)
479-13,-4892.710466,13.03858767,0.227286741
488-13,-2582.704274,18.10104948,0.181371361
530-21,-2751.714565,18.21256824,0.395644844
483-25,-29.53486276,27.10894314,0.363530099
468-25,-2864.008217,19.83237282,0.270242393
472-29,-4506.962872,5.799014187,0.14405641
481-29,-2271.101959,22.1577778,0.179563135
472-32,-4789.43943,5.839064494,0.13236478
470-32,-511.0518893,23.64297898,0.141899735
516-37,-176.1265478,21.81794678,0.269518882
473-37,-4595.51379,3.53024656,(null)
472-38,-4562.644988,5.616017905,0.106644601
519-41,-4908.776786,13.96280746,0.454355359
24-540,(null),3.54247528130378,(null)
25-540,(null),3.32869782208206,(null)
26-540,(null),3.23312582421829,(null)
30-540,(null),2.88317496764029,(null)
35-540,(null),2.76628556225296,(null)
58-540,(null),1.88369833438031,(null)
61-540,(null),1.7643166470487,(null)
77-540,(null),1.28058418626091,(null)
78-540,(null),1.29043358564081,(null)
79-540,(null),1.28144384384177,(null)
80-540,(null),1.25473278483878,(null)
2-541,(null),1.19637887534304,(null)
14-541,(null),0.697678972889946,(null)
18-541,(null),1.08091511392394,(null)
23-541,(null),0.623862146539864,(null)
41-541,(null),0.741526063909873,(null)
42-541,(null),0.657503308987941,(null)
50-541,(null),0.354223379766779,(null)
66-541,(null),-0.190022462468391,(null)
77-541,(null),-0.0725690298937138,(null)
79-541,(null),-0.0124581448372396,(null)
82-541,(null),-0.0988692453058206,(null)
87-541,(null),-0.199664659052928,(null)
12-552,(null),9.37490178613888,(null)
63-552,(null),5.52687487294895,(null)
20-553,(null),4.70500461371921,(null)
28-553,(null),4.76819591950681,(null)
31-553,(null),5.03404134796466,(null)
33-553,(null),5.2182141682481,(null)
39-553,(null),4.68452463017701,(null)
53-553,(null),3.4547507952646,(null)
67-553,(null),3.59261767458298,(null)
69-553,(null),3.42138815681028,(null)
72-553,(null),3.10914486698948,(null)
8-554,(null),2.66719526646779,(null)
23-554,(null),1.81301958556014,(null)
35-554,(null),1.34197759768875,(null)
39-554,(null),1.10489887978781,(null)
51-554,(null),0.692838616998131,(null)
53-554,(null),0.626883874472355,(null)
54-554,(null),0.496671249382757,(null)
56-554,(null),0.471266167550652,(null)
64-554,(null),0.549785871395557,(null)
12-555,(null),0.00131963645475253,(null)
23-555,(null),-0.0350721187318186,(null)
40-555,(null),0.107050694091527,(null)
1-567,(null),1.81468601592286,(null)
36-567,(null),3.18878008280944,(null)
57-537,(null),14.022095979066,(null)
73-537,(null),13.8064693614216,(null)
69-563,(null),13.6414415635983,(null)
468-41,-103.2563681,17.28660458,0.712112367
514-49,-233.6275456,19.05203516,0.533172071
530-53,-794.7074156,16.58979297,0.353519559
454-41,-4664.955296,11.4074039,0.326657891
443-5,-14.80246343,15.7991823,0.181411982
467-81,-205.2555543,20.72731666,0.325021654
481-81,-62.85219932,18.86403803,0.431056917
470-92,-302.3262979,20.87354949,0.266034693
418-31,-1948.891394,23.64698758,0.278585523
458-57,-832.7383302,15.11084806,0.381989598
391-28,-4447.026771,11.87152151,0.257546067
458-33,-119.4152108,16.23530285,0.298826724
457-5,-157.886801,21.74147331,0.271507293
457-41,-132.0348197,19.39907152,0.291466743
457-61,-154.8208071,19.206739,0.298365831
452-49,-5482.725027,17.31610339,0.17736654
391-2,-4715.554885,13.53495605,0.704850316
464-13,-25.54813222,24.65763255,0.374080956
473-69,-4556.729,1.683942692,0.376441836
470-70,-225.9552371,23.17773906,0.223572627
471-76,-3488.205093,6.737824106,0.173765332
391-48,-4106.916485,10.73141759,0.313544661
391-27,-4506.135347,11.85697144,0.323686659
472-7,-3814.847856,7.34078969,(null)
473-6,-4340.071811,4.100778111,0.114634283
482-13,-5488.250875,17.97678679,0.171843052
469-13,27.14715811,14.84658601,0.202081531
449-45,-5483.941312,18.7219605,0.154495463
454-25,-4812.990595,11.8229741,0.874759734
480-53,-587.0292231,25.66328339,0.137653247
517-5,-167.4959378,20.28457922,0.486800998
467-25,-160.3893197,23.8829989,0.126002312
505-33,-4648.381509,12.31764197,0.55113399
467-37,-402.725145,23.31697393,0.288584352
514-37,-268.087984,20.79366884,0.214304149
63-567,(null),4.17897180307699,(null)
66-567,(null),4.26306853319727,(null)
8-568,(null),4.51578572834853,(null)
10-568,(null),4.57315760946619,(null)
11-568,(null),4.61117101821657,(null)
18-568,(null),5.04101820620872,(null)
20-568,(null),5.07280410709825,(null)
22-568,(null),5.19446537637896,(null)
1-506,(null),15.7422612086173,(null)
17-506,(null),15.4215089293867,(null)
65-506,(null),11.9529806473143,(null)
1-507,(null),11.6238783166703,(null)
1-508,(null),16.9211485122671,(null)
9-509,(null),14.1994568999016,(null)
1-510,(null),15.1921509209132,(null)
7-512,(null),16.303127535281,(null)
15-512,(null),17.3531883062103,(null)
9-518,(null),23.4073072297862,(null)
25-518,(null),22.9279173789494,(null)
45-518,(null),22.6199596494488,(null)
57-518,(null),22.5525450929396,(null)
61-518,(null),22.0693708671633,(null)
81-518,(null),21.7294926158802,(null)
25-556,(null),10.7743305236592,(null)
29-556,(null),10.5399215424986,(null)
37-556,(null),10.5913612261489,(null)
49-556,(null),9.96858530246902,(null)
57-556,(null),9.667489680399,(null)
73-556,(null),9.15689856861167,(null)
49-521,(null),25.935392291827,(null)
21-535,(null),23.4444283849004,(null)
37-535,(null),23.2888259441624,(null)
17-536,(null),19.7561116044367,(null)
21-536,(null),19.324365013751,(null)
33-536,(null),18.5137972218686,(null)
57-536,(null),16.6257559813736,(null)
9-537,(null),14.1262273021945,(null)
49-537,(null),14.0985352495174,(null)
61-533,(null),30.3210827274953,(null)
21-534,(null),17.8275860772067,(null)
37-534,(null),18.2795317091048,(null)
1-543,(null),26.1123595538675,(null)
13-545,(null),15.7815059979681,(null)
45-545,(null),16.1921569334734,(null)
9-542,(null),25.6355248413016,(null)
33-542,(null),25.975390954569,(null)
49-542,(null),25.3219585700464,(null)
61-542,(null),25.6670662150406,(null)
13-561,(null),21.0370035131506,(null)
1-562,(null),17.1879302219361,(null)
5-562,(null),17.4203320977495,(null)
29-562,(null),17.1496742547591,(null)
65-562,(null),13.8145084768339,(null)
13-563,(null),13.7300669748733,(null)
25-563,(null),14.1444762157386,(null)
45-563,(null),13.5914293178321,(null)
61-563,(null),13.1581162023774,(null)
81-563,(null),14.0868221908672,(null)
9-559,(null),12.0439733043045,(null)
45-559,(null),10.5412861524441,(null)
69-521,(null),25.5539754646564,(null)
85-535,(null),20.4240295007717,(null)
2-474,(null),1.41851021357809,(null)
5-474,(null),1.39937728920575,(null)
22-474,(null),0.792103960379336,(null)
25-474,(null),0.917803931969729,(null)
28-474,(null),0.932043095651466,(null)
30-474,(null),0.900109177165234,(null)
39-474,(null),0.843782494024254,(null)
42-474,(null),0.738034455987929,(null)
51-474,(null),0.892190851742271,(null)
69-474,(null),0.896965690835543,(null)
71-474,(null),0.923738747837149,(null)
77-474,(null),0.952694148789874,(null)
3-538,(null),9.40672071982766,(null)
14-538,(null),9.16867906674833,(null)
24-538,(null),9.03658625130083,(null)
42-538,(null),8.23469242602454,(null)
45-538,(null),8.20858436100809,(null)
50-538,(null),8.53408100573267,(null)
54-538,(null),8.67037896468617,(null)
65-538,(null),8.38250730912063,(null)
75-538,(null),7.98440547321889,(null)
77-538,(null),8.05465321804871,(null)
1-539,(null),8.39639800961015,(null)
3-539,(null),8.36232056797184,(null)
7-539,(null),8.30895767516461,(null)
8-539,(null),8.23977836111089,(null)
33-539,(null),6.47143831503632,(null)
42-539,(null),6.07036249360107,(null)
7-540,(null),3.48102236267732,(null)
2-540,(null),3.26456564911553,(null)
5-552,(null),10.6068563314026,(null)
64-552,(null),5.37747505628829,(null)
15-555,(null),0.0307177417976732,(null)
52-567,(null),3.71745442539265,(null)
2-57,-1444.413781,16.72,0.626467228
8-81,-43.68785625,13.81,0.359848469
67-4,0.1121,14.37,0.685684502
7-57,-1229.400638,21.5,1.272078753
76-13,-22.14215625,16.83,0.332960665
19-61,-1166.218119,20.61,0.155176133
91-42,-3043.006194,2.53,0.122002959
100-97,-34.02519375,15.53,0.520920873
145-40,0.1121,0.65,0.235525131
146-31,0.1121,3.03,0.091964647
159-46,0.1121,2.39,(null)
160-38,0.1121,3.41,0.149330646
161-15,0.1121,5.65,0.135457605
163-31,0.1121,10.31,0.212566063
167-50,0.1121,14.11,(null)
164-45,0.1121,3.79,0.177460298
164-86,-4413.450519,2.42,0.168611258
208-12,0.1121,9.41,(null)
176-37,-823.6193188,24.8,0.164616555
216-60,0.1121,7.21,0.155224323
215-74,0.1121,9.03,0.165278196
215-78,-3823.415981,9.05,0.215476647
219-25,-4427.864144,3.51,0.209641665
221-67,0.1121,11.97,0.169855639
365-21,-73.7075,14.73,0.307979286
365-65,-54.559375,16.1190908,0.461291373
323-9,-72.019375,16.51,0.340784669
242-25,-17.0175,27.1,0.545756817
268-57,-982.83,20.45,0.268339247
299-73,-56.18375,16.11,0.730957925
401-25,-57.926875,15.5446463,0.400798082
400-29,-125.4725,22.298674,0.302485764
402-29,-4261.573125,15.2233963,0.354870528
402-41,-5363.96,15.2533269,0.265004963
350-57,-107.90375,18.36,0.20807758
350-65,-65.288125,18.76,0.208372787
359-81,0.1121,9.63,0.161724761
321-54,0.1121,9.29,0.221120507
307-33,-129.861875,15.9,0.206655234
315-55,0.1121,14.11,0.318857551
322-29,-2755.32,20.55,0.217546761
322-45,-105.47625,16.98,0.546526432
306-25,-80.678125,14.04,0.37918061
269-21,-80.445625,17.31,0.302100867
366-45,-4551.033537,16.29,0.103495762
324-25,-103.378125,17.55,0.127392128
139-93,0.1121,(null),(null)
139-25,-4507.922063,2.5552022,(null)
148-79,0.1121,(null),(null)
149-51,0.1121,(null),(null)
149-42,-2965.010763,6.0380493,(null)
299-53,-84.64625,16.63,0.343584061
141-53,-4406.597094,7.3354104,(null)
141-82,-4368.566438,7.0693687,(null)
215-16,-4766.480788,10.44,0.304980844
398-33,-43.181875,24.3626322,0.309963554
221-43,0.1121,13.22,0.232920766
362-41,-88.173125,22.9686739,0.287234306
308-49,-4418.926875,15.26,0.352072835
241-49,-142.11,15.9521463,0.306435347
147-11,0.1121,4.75,0.111181803
147-39,-3022.580856,6.04,0.153719172
155-25,0.1121,6.03,0.128841326
156-23,0.1121,3.99,0.140421629
157-51,0.1121,2.79,0.178719506
158-21,-4575.273813,2.11,0.202886939
160-23,0.1121,2.74,0.18075861
163-54,0.1121,9.76,0.151910275
163-76,0.1121,9.54,0.154522553
165-63,-4343.128644,10.66,0.280944884
165-75,-4196.730156,11.0723548,(null)
167-2,0.1121,11.47,0.146044403
2-65,-745.2742438,16.7,0.515102744
2-84,0.1121,(null),(null)
15-37,-2292.211975,22.04,0.16988942
51-73,-667.7033375,20.72,0.407922834
12-1,-55.5554,24.76,0.596006036
86-14,0.1121,11.19,0.131974608
120-9,-5118.557794,16.37,0.211075991
362-25,-690.02125,23.858535,0.11446505
240-13,-50.81375,25.49,0.225698978
301-33,-210.579375,25.46,0.133230165
305-49,-345.91875,15.75,0.584449172
330-61,-51.569375,14.55,1.27721417
187-5,0.1121,12.9,0.300548702
216-5,0.1121,9.3,0.146960557
216-43,-3460.419956,7.1,0.184112445
143-48,-3678.725963,8.5863132,(null)
143-16,0.1121,(null),(null)
140-41,-3891.208056,3.5661744,(null)
