SAMPLE,DEPTH_M,SST,CHLA
316-49,-4094.514375,11.59,0.109083749
164-15,-4295.920881,4.93,(null)
321-17,-4635.249375,12.03,0.408974975
161-17,0.1121,5.71,0.132847279
167-32,-1434.184956,12.47,0.41164887
158-1,0.1121,2.61,0.145262688
209-81,0.1121,0.77,0.148074716
315-25,-4897.356707,11.99,0.264946997
322-65,-80.72375,16.99,0.467572898
88-8,0.1121,3.42,0.139811411
449-61,-5540.089373,18.6453297,0.159636617
451-41,-159.2616469,21.055464,0.513467193
454-81,-4107.38362,9.5165107,0.609214485
424-5,-3351.954601,14.3439556,1.059671044
448-69,-58.97850666,19.7021037,0.457676977
449-29,-5499.600107,18.4884734,0.172447115
455-53,-1517.106579,15.8385095,0.478216588
87-83,0.1121,3.95,0.164556131
161-26,0.1121,5.37,0.141296148
166-60,0.1121,3.1,0.127843305
219-7,-4361.03725,5.77,0.17662099
244-37,-571.72805,19.03,0.32978937
360-25,-4723.960976,13.03,0.178802237
144-41,-3644.051038,4.27,0.102185257
221-16,0.1121,14.96,0.471847951
330-33,-144.675625,17.61,0.13347818
89-2,0.1121,9.67,0.15028581
443-49,-4637.339023,16.7246476,0.208409518
446-37,-181.6447885,24.3459186,0.225113466
448-9,-588.1874097,23.1497915,0.290012538
449-49,-5515.28164,18.8334797,0.140303537
450-61,-495.8836974,25.325605,0.371173471
451-9,-816.9783629,22.8864709,0.200583175
451-73,-57.67513974,18.0015437,0.560073316
453-33,-1329.708455,12.7148096,0.330416471
454-29,-4835.943654,11.5971357,0.383107692
454-73,-4120.419465,9.9369002,1.201001406
457-65,-85.42048928,19.17288077,0.199596614
465-13,-4647.892437,9.695148684,(null)
456-33,-4810.139699,14.04473714,0.653937459
456-17,-2448.222795,14.87786709,0.451375932
456-49,-4543.806435,13.35697781,0.230114892
456-45,-4682.95732,13.77806501,0.454081297
441-53,-122.7931785,22.73764261,0.28085196
441-5,-407.8985298,23.73762156,0.093761526
155-16,-2689.787319,6.14,0.209180996
452-13,-4522.144407,17.47313914,0.166970968
452-33,-5544.999759,17.01812313,0.182006687
452-37,-5480.251921,17.01486878,0.246129572
448-41,-107.0790617,21.3043652,0.760717809
449-37,-5496.901679,18.4612399,0.155417338
451-69,-59.80262277,17.8813219,0.639648139
208-43,0.1121,12.24,0.197431237
385-33,-444.32375,19.0870768,0.354819685
309-17,-102.42,22.49,0.520313799
158-34,0.1121,1.36,(null)
178-29,-130.774375,17.27,0.544542432
254-53,-69.951875,22.3802712,0.155314565
177-77,-49.57908125,17.32,0.521585286
311-13,-51.10125,23.9392989,0.652835548
92-11,-3314.84455,4.31,0.100745961
182-5,0.1121,18.98,0.097318761
129-13,-4882.524556,14.93,0.96045059
208-20,0.1121,10.24,(null)
359-53,-4148.69375,10.53,0.340727091
146-35,0.1121,3.1,0.085301012
158-9,0.1121,2.23,0.164766014
426-25,-330.1419874,21.247912,0.298770636
215-32,-4605.523338,10.05,0.298095822
67-33,-631.6194625,14.06,0.303286701
86-82,0.1121,7.1,(null)
271-1,-75.96858974,25.71,0.134349316
158-58,0.1121,0.47,0.307471037
373-81,-5468.539375,15.6186047,0.145417139
239-9,-56.26,28.1,0.466345757
216-61,0.1121,7.35,0.16641897
165-66,-4299.735613,10.73,0.285939097
360-17,-4773.50625,13.18,0.228411123
427-13,-199.0361621,16.665216,0.376710474
426-21,-464.7067557,21.2724715,0.321006387
438-41,-58.64913379,27.2936598,0.261873782
442-41,-170.1568915,18.44426298,1.271234035
446-45,-213.2782362,23.944622,0.165828884
450-1,-126.3692779,26.4281372,0.110027075
450-33,-1435.098432,25.9676143,0.125504807
451-33,-1748.658134,21.4396358,0.152084678
325-41,-4814.958125,18.72,0.075246602
392-53,-4752.1,20.2662434,0.221390978
315-23,-4682.023069,12.02,0.268087
157-6,-4228.816663,4.39,0.191778094
165-72,-4204.203413,10.58,0.314198703
269-57,-63.666875,16.77,0.558358669
166-34,0.1121,3.06,0.119756944
87-87,0.1121,3.39,0.166302264
220-42,-4368.430231,0.56,0.212119684
92-19,0.1121,6.32,0.096862637
191-9,0.1121,14.74,0.298224807
219-19,-4379.360219,2.9,(null)
481-45,-94.15686029,21.15955239,0.248390079
472-45,-4444.868793,5.258019609,0.135186449
472-46,-4441.877495,5.263999749,0.137974352
473-49,-4565.318272,3.244398864,(null)
472-52,-4479.560145,5.046890853,0.132297933
473-54,-4571.646365,2.59206013,(null)
473-55,-4582.474325,2.508944138,0.169642419
473-57,-4569.045504,2.358981364,(null)
480-57,-293.7755979,25.78669309,0.14527145
472-60,-4491.309542,4.447185981,0.121409677
473-61,-4588.536278,2.204666416,0.19665733
516-61,-302.2602349,21.55369712,0.255051911
472-61,-4451.217502,4.42146511,0.133793533
481-61,-295.31199,19.78909964,0.35468635
391-22,-4759.854769,12.16698867,0.353159875
391-42,-4182.157638,11.42662041,0.350558847
513-65,-135.7002912,24.66214189,0.168008089
514-65,-67.67555048,18.19537159,0.591137528
458-53,-636.2703442,14.82966716,0.283561975
473-66,-4473.2944,1.913414334,(null)
472-67,-4475.391657,4.193646478,0.126614854
473-68,-4547.500944,1.742929977,0.351850897
481-69,-60.84760307,18.39649745,0.43040511
513-69,-301.923568,24.90251837,0.154390529
467-69,-178.3970729,21.93152651,0.382456362
482-73,-5544.185808,18.80646816,0.107536525
481-73,-57.55152503,18.58104604,0.589274943
470-74,-486.5329987,22.93206093,0.176367655
472-77,-4579.563632,4.117135236,0.114037104
470-78,-536.0334624,22.84740396,0.28695184
489-9,-4359.747057,18.9347774,0.126832798
391-31,-4294.051546,11.94875172,0.246002659
504-9,-2322.000474,10.52728687,0.255282223
464-53,-48.9729414,23.64204071,0.123611204
470-8,-203.8521022,24.41840963,0.172317058
463-9,-52.08499645,23.47545821,0.352088034
513-5,-156.8953655,25.65776423,0.137782216
488-5,-2819.348733,17.94002196,0.145297408
489-5,-2941.365209,18.60398614,0.139119238
493-5,-5657.180539,22.78265378,0.120047584
520-5,-75.64623468,12.86544314,0.450403631
391-16,-4526.626467,12.42742075,0.266899854
478-5,-273.9619556,16.10736062,0.478483468
482-5,-5475.791157,18.39164754,0.164925396
498-5,-4150.31086,26.73452172,0.148681611
473-5,-4381.990973,4.110407072,0.102370672
480-5,-201.4603181,26.87676969,0.122823328
485-4,-4599.704633,13.50797181,0.184227571
464-17,-22.98801386,24.51973954,0.305386543
483-1,-22.96842392,27.32166762,0.879853964
505-1,-131.4448307,13.88011598,1.013786912
487-1,-5122.057657,16.11091175,0.219093084
482-105,-5498.727642,18.92816334,0.202346399
473-11,-4370.509045,4.117618696,0.117183104
485-12,-3826.39593,14.34124351,0.237147734
494-13,-3942.190252,23.89528279,0.117531575
473-13,-4406.910033,4.048698668,0.112568654
505-13,-2304.668836,13.41399165,0.556087077
463-17,-47.77057491,23.53215061,0.418202937
391-6,-4673.351662,13.09064637,0.210542515
391-8,-4593.551108,12.90756179,0.183567062
418-40,-168.8268168,22.48821876,1.470598221
464-61,-55.640096,23.23265898,0.178634807
471-16,-3426.239935,9.668635978,0.318165183
531-17,-304.5880566,16.37608465,0.388522953
481-17,-2390.385353,23.47934244,0.449904829
483-17,-34.86577523,26.95596566,0.337475032
470-20,-424.651317,24.22666795,0.149493441
468-21,-3021.121244,19.75423852,0.192294255
480-21,-417.7930364,26.96689975,0.128300264
513-21,-498.47168,25.85915932,0.134087726
472-13,-3899.665949,6.886844917,0.165383548
468-13,-1800.578019,19.75022632,0.208718404
472-15,-3973.619358,6.628699152,0.163631931
470-24,-716.5627104,23.93376733,0.152916864
480-25,-720.1724614,26.92042271,0.137646571
505-25,-3084.853139,12.67176695,0.507330954
472-28,-4408.943849,5.789515273,0.151054248
483-33,-42.58128361,27.05455308,0.331405997
467-33,-257.6260099,23.45316411,0.151695639
470-34,-408.4946805,23.59840525,0.147163853
530-37,-2283.563109,17.04557051,0.418769628
483-37,-49.23102774,26.97616523,0.376202673
505-37,-4912.542199,12.224492,1.052307367
471-38,-3292.040214,8.853374304,0.187457785
472-39,-4528.702088,5.540661241,0.109092765
471-41,-3222.042163,8.849750339,(null)
467-41,-1253.692752,23.25638417,0.214831427
12-540,(null),3.61210452934745,(null)
40-540,(null),2.44834167535959,(null)
45-540,(null),2.99490141594299,(null)
59-540,(null),1.84600458322285,(null)
5-541,(null),1.12791565607341,(null)
8-541,(null),0.961123987001486,(null)
12-541,(null),0.526157118323738,(null)
16-541,(null),0.943831113788008,(null)
29-541,(null),0.197784244063428,(null)
34-541,(null),0.632581882344937,(null)
48-541,(null),0.370739776197581,(null)
54-541,(null),0.175475792562054,(null)
56-541,(null),0.132656599519123,(null)
58-541,(null),0.0870786913378652,(null)
65-541,(null),-0.188300128106903,(null)
70-541,(null),-0.159169314758003,(null)
73-541,(null),-0.120245780828043,(null)
83-541,(null),-0.0993031700961637,(null)
25-552,(null),8.09367435877652,(null)
27-552,(null),8.27857178504371,(null)
41-552,(null),7.37832024436597,(null)
46-552,(null),6.88967774248795,(null)
61-552,(null),5.74694148483007,(null)
12-553,(null),4.96532747830059,(null)
15-553,(null),4.87261983317273,(null)
17-553,(null),4.82881569335183,(null)
36-553,(null),4.99035986494101,(null)
40-553,(null),4.51371067399498,(null)
47-553,(null),3.9544135080962,(null)
52-553,(null),3.56472964320636,(null)
54-553,(null),3.37459732825613,(null)
55-553,(null),3.32630072213567,(null)
64-553,(null),3.53693887742747,(null)
81-553,(null),2.69236415110527,(null)
16-554,(null),2.36967134111796,(null)
27-554,(null),1.49238002472691,(null)
34-554,(null),1.32320186690845,(null)
38-554,(null),1.18063945729494,(null)
43-554,(null),1.0555972808898,(null)
44-554,(null),1.0416352188019,(null)
55-554,(null),0.482769873693485,(null)
58-554,(null),0.468340609216057,(null)
59-554,(null),0.477486025811629,(null)
13-555,(null),0.0444933898897375,(null)
16-567,(null),2.67689925905091,(null)
23-567,(null),2.96890891092403,(null)
33-560,(null),23.5237810221428,(null)
21-559,(null),11.0415027583595,(null)
5-539,(null),8.35990254162584,(null)
26-539,(null),6.31513272733002,(null)
38-539,(null),6.47178692182854,(null)
59-539,(null),3.48346496262275,(null)
520-57,-1001.386096,16.99270442,0.494536936
530-57,-450.0533536,16.44702388,0.411966711
469-29,-152.561824,15.17630979,0.266256183
427-9,-97.75115348,16.8031306,0.344922632
431-29,-2302.839057,21.7000631,0.387151837
451-61,-235.8755785,18.9584538,0.397889346
471-80,-3616.284642,7.134505995,0.170893922
473-83,-4521.249256,1.26164767,(null)
472-84,-4462.451866,3.94429922,0.138976127
481-85,-71.78525203,18.95421507,0.197574273
481-89,-66.68147548,19.00217287,0.171946853
516-89,-159.9528486,20.44180141,0.360424161
463-5,-33.7148633,23.49895073,0.434815377
458-13,-1019.146629,18.7076634,0.362658322
391-50,-3902.323098,10.40938672,0.300732464
418-39,-228.5138452,22.67989741,0.546966493
471-57,-3128.189439,8.131558096,0.178476959
266-1,-65.05773574,17.29924784,0.372954518
471-74,-3443.592704,6.635481352,(null)
471-79,-3568.991788,7.02613816,0.168768093
517-1,-119.7171574,20.06687366,0.624422491
470-12,-472.7959931,24.48343777,0.195126504
443-81,-5496.503172,16.210871,0.109114714
470-48,-1456.376927,23.27902017,0.178878456
513-61,-282.77984,24.87885176,0.202409521
516-69,-144.7650288,21.15791618,0.305051714
514-21,-3500.059133,21.73067514,0.164101198
520-29,-77.79780938,13.27034226,0.509582698
516-41,-223.2765822,21.64883864,0.287083834
68-567,(null),4.38695674562814,(null)
69-567,(null),4.45720272565802,(null)
49-505,(null),11.4592596403498,(null)
9-506,(null),15.4136748999618,(null)
57-506,(null),12.2814540635724,(null)
17-508,(null),15.4201679838166,(null)
33-508,(null),13.1275389150609,(null)
1-511,(null),15.4980824140752,(null)
1-486,(null),14.9186846892337,(null)
21-518,(null),23.1285490396809,(null)
49-518,(null),22.6098127940596,(null)
65-518,(null),21.6847856413916,(null)
77-518,(null),21.714605834021,(null)
85-518,(null),21.5967739987187,(null)
1-535,(null),24.6730534333186,(null)
13-535,(null),23.9847810130546,(null)
57-535,(null),21.8898398380882,(null)
81-535,(null),20.5920595866799,(null)
37-536,(null),18.3437328881018,(null)
41-536,(null),17.9318947655712,(null)
1-537,(null),14.4015459621046,(null)
45-537,(null),14.0436848260234,(null)
65-537,(null),13.8490187977026,(null)
9-533,(null),30.3931798415597,(null)
13-533,(null),30.3795434278485,(null)
41-533,(null),30.4344036874623,(null)
29-534,(null),18.1602817072103,(null)
33-534,(null),18.2941633285778,(null)
85-534,(null),18.9930951779115,(null)
21-543,(null),24.8999287687275,(null)
29-543,(null),24.7729266906542,(null)
37-543,(null),24.2981534126421,(null)
69-543,(null),22.710098948274,(null)
5-544,(null),21.5218547490333,(null)
33-544,(null),18.3487144178786,(null)
41-544,(null),17.6423193549717,(null)
57-544,(null),16.8570845956191,(null)
65-544,(null),16.543689774704,(null)
17-545,(null),15.6992314327791,(null)
33-545,(null),15.9681997319511,(null)
49-545,(null),16.3597016480484,(null)
69-545,(null),16.928671216659,(null)
21-542,(null),25.7158475544903,(null)
25-542,(null),26.0062510541512,(null)
41-542,(null),25.5063097302138,(null)
65-542,(null),25.5684085164418,(null)
69-542,(null),25.5900966561011,(null)
5-561,(null),21.2322606219062,(null)
25-561,(null),20.6994975363584,(null)
29-561,(null),20.5859989733113,(null)
33-561,(null),20.4374520381996,(null)
53-561,(null),19.3909442739429,(null)
61-561,(null),18.4583264686365,(null)
25-562,(null),17.8335847298725,(null)
53-562,(null),15.3848287950066,(null)
57-562,(null),15.120176023174,(null)
29-563,(null),14.2172643902877,(null)
33-563,(null),14.1393603423969,(null)
49-563,(null),13.7805236480496,(null)
57-560,(null),23.1626718316222,(null)
13-536,(null),20.444322579342,(null)
29-536,(null),18.7740831866507,(null)
21-537,(null),14.1654216013665,(null)
9-474,(null),1.30051894941539,(null)
14-474,(null),1.0612481887635,(null)
27-474,(null),0.945303384155068,(null)
36-474,(null),0.88965540059894,(null)
40-474,(null),0.821478901322791,(null)
44-474,(null),0.775616959147897,(null)
57-474,(null),1.00108880610816,(null)
68-474,(null),0.891066572567354,(null)
74-474,(null),0.89572220286334,(null)
8-538,(null),9.26322943703497,(null)
12-538,(null),9.20558904432335,(null)
26-538,(null),9.01769719572303,(null)
29-538,(null),8.9660776160768,(null)
38-538,(null),8.48687977958775,(null)
39-538,(null),8.41694642835085,(null)
64-538,(null),8.43867970786505,(null)
71-538,(null),8.17412203057842,(null)
12-539,(null),7.84834664506002,(null)
17-539,(null),7.28509656564967,(null)
19-539,(null),7.01325428372581,(null)
37-539,(null),6.4995789324073,(null)
54-539,(null),3.79035493776325,(null)
60-539,(null),3.4550406472581,(null)
64-539,(null),3.18569980607833,(null)
5-540,(null),3.43014087261463,(null)
10-552,(null),9.92449519465447,(null)
35-552,(null),8.30037068815653,(null)
56-552,(null),6.25333777511128,(null)
68-552,(null),4.83673986437469,(null)
38-555,(null),0.133417509502124,(null)
46-555,(null),-0.0956250013783801,(null)
10-567,(null),2.50249228294916,(null)
35-567,(null),3.16246842579756,(null)
3-33,-833.476975,19.54,0.323305964
51-57,-1425.687113,20.55,0.493137211
19-82,-57.925625,15.5891602,(null)
87-34,0.1121,6.1,0.372249335
92-22,-3526.185625,6.47,0.118985295
93-29,-4201.3854,8.28,0.107611537
64-29,-90.164375,26.85,0.367085069
108-42,-383.64,18.8239518,(null)
108-45,-1087.205038,15.95,0.686667144
146-36,0.1121,3.1,0.106899202
144-24,-3326.819975,4.49,0.118989833
144-70,0.1121,3.28,0.119664624
155-27,0.1121,5.85,0.129305139
158-17,-4595.391863,2.06,0.142896563
160-29,0.1121,2.89,0.142208457
167-8,0.1121,11.3,0.162557051
166-58,0.1121,3.28,0.135130674
169-57,-4522.044919,15.71,0.283551723
169-81,-5012.020456,16.92,0.178673267
162-2,-4246.204131,6.73,0.140656218
162-69,0.1121,8.96,0.167406514
209-6,0.1121,2.2,0.088937528
214-41,-323.45375,15.9690908,0.456614286
220-41,-4371.376663,0.82,(null)
220-62,-4414.135631,-0.2,0.141510248
219-59,-4247.780769,3,(null)
219-66,-4222.043681,2.01,0.152186468
323-17,-68.0425,16.68,0.134081021
323-61,-128.8444563,16.88,0.196196482
241-41,-94.541875,15.9111741,0.470728189
332-33,-137.2025,25.77,0.243652701
344-25,-3008.313125,16.39,0.353217393
346-5,-2309.05,17.49,0.594844818
362-5,-1454.671875,25.95,0.070025444
321-18,0.1121,11.96,0.366071999
300-61,-2134.2875,16.86,0.147479728
315-37,-4686.92375,13.09,0.250759363
330-21,-83.420625,17.79,0.185931325
360-13,-3940.7225,13.47,0.18726179
269-29,-119.780625,17.1,0.205009073
269-45,-126.78125,16.61,0.183525756
330-49,-109.11125,14.24,1.343388915
139-23,0.1121,(null),(null)
142-12,0.1121,(null),(null)
140-82,0.1121,(null),(null)
141-42,0.1121,(null),(null)
221-33,0.1121,13.16,0.37741527
362-69,-100.180625,22.1846462,0.14572084
147-22,-2966.626081,5.03,0.12848486
147-64,0.1121,8.28,0.137981385
147-82,-4113.513056,10.23,0.167037442
135-2,-58.91,22.8428406,(null)
161-80,-4307.323225,6.61,0.122390985
163-72,0.1121,9.75,0.191335395
163-95,0.1121,9.0140892,(null)
167-35,0.1121,12.67,0.45742771
51-81,-728.131775,18.5,0.439543962
87-53,-4637.69465,5.06,0.190445498
89-33,0.1121,6.88,0.074017972
404-33,-5232.324375,17.5011046,0.362814277
321-75,0.1121,8.84,0.1993673
298-81,-58.973125,15.81,0.505503118
307-37,-224.551875,15.64,0.249157786
300-29,-135.036875,18.05,0.262001097
305-37,-104.8675,16.62,0.502421021
149-17,-3502.2448,8.7850631,(null)
216-29,0.1121,7.32,0.182964608
344-49,-222.67,15.52,0.314363837
140-8,0.1121,(null),(null)
209-4,0.1121,2.35,0.150245756
2-50,-140.13625,18.0529796,(null)
76-53,-269.2705688,16.16,0.478691101
68-81,-1363.933881,16.24,0.517585874
53-33,-4713.552056,13.06,0.197667271
19-21,-2697.198119,23.09,0.168233752
19-37,-2072.05005,22.57,0.151634127
87-18,0.1121,6.29,0.301450759
87-35,0.1121,6.05,0.332743227
88-14,-4629.023675,3.36,0.116680041
91-32,0.1121,2.23,0.094498754
145-35,0.1121,1.21,0.143428788
145-42,0.1121,0.75,0.156377465
146-1,0.1121,1.97,0.11338789
144-77,0.1121,3.3,0.128109321
158-50,0.1121,0.73,0.25066489
158-72,0.1121,0.76,0.354692698
194-33,-1909.337381,24.74,0.108033158
163-87,0.1121,9.37,0.172559127
167-57,0.1121,14.27,0.789622545
166-69,-2978.123769,3.2,0.107764214
187-25,0.1121,13.47,0.34527722
162-20,0.1121,7.92,0.22797896
162-46,-3525.228744,8.99,0.177229181
209-31,0.1121,2.26,0.081473038
215-75,0.1121,9,0.219701201
214-85,-36.085,16.458188,0.349153578
219-27,-4472.247031,2.99,0.238071322
219-47,-4249.1908,3.2,(null)
308-5,-5131.890625,15.26,0.261208147
381-13,-3315.380625,13.4074936,0.622454643
268-21,-2161.836875,23.67,0.259789765
299-57,-64.0475,16.46,(null)
343-29,-1291.286875,21.15,0.213800997
346-41,-134.214375,19.89,0.547401011
349-61,-61.876875,13.88,0.304739624
350-61,-115.83,18.47,0.227091819
358-37,-340.135,19.8528407,0.28811577
308-21,-4874.635625,15.07,0.279176414
323-69,-56.57,17.72,0.286102086
148-19,0.1121,(null),(null)
150-7,0.1121,(null),(null)
150-81,0.1121,1.2080494,(null)
142-84,0.1121,(null),(null)
254-45,-110.960625,22.1532573,0.221846715
325-81,-4465.150625,18.22,0.122423708
392-45,-3524.82875,19.7660351,0.655708253
333-25,-54.561875,23.8781878,0.128446862
147-16,-3115.749031,4.69,0.118984513
147-43,-3129.010363,6.51,0.146766573
156-7,0.1121,5.08,0.124987513
160-30,0.1121,2.99,(null)
161-74,-4312.038269,6.61,0.103010044
8-54,-601.49625,17.4940213,(null)
77-33,-2468.431563,21.57,0.176510423
192-53,-4490.335406,15.81,0.20859246
88-30,0.1121,2.63,0.161382601
91-39,-2984.795594,2.16,0.16289182
240-29,-772.7525,26.63,0.161351457
245-81,-4881.94375,18.6,0.074907117
301-41,-290.743125,25.65,0.119339369
330-45,-223.221875,15.56,0.333450735
408-65,-5575.021875,15.9033963,0.141658247
149-50,0.1121,(null),(null)
161-85,-4211.531388,7.15,0.126454547
189-85,0.1121,15.28,0.222878486
216-30,0.1121,7.66,0.182014808
211-20,0.1121,16.01,3.267497301
143-73,0.1121,(null),(null)
4-37,-1908.248706,15.25,0.408780307
181-5,-3922.888369,19.24,0.123776071
15-46,-153.260625,18.5797852,(null)
6-34,-3042.96625,19.6545073,(null)
51-5,-766.5547563,22.83,0.330406219
28-4,0.1121,25.36,0.215512559
4-65,-111.47255,13.13,0.508855343
192-49,-4489.977913,15.86,0.146524876
86-25,0.1121,10.29,0.151423424
87-13,-4539.232019,6.42,0.215109378
93-10,-3972.232175,9.42,0.130176052
93-11,-3964.058256,9.57,0.145382851
93-16,0.1121,9.43,0.162568033
118-21,-5504.106156,16.58,0.330408692
146-3,0.1121,2.3,0.110959642
144-22,-3271.011763,4.49,0.126904652
144-75,0.1121,3.5,0.120052218
165-58,-4390.025994,10.43,0.286621362
167-25,-1895.261181,12.17,0.248042583
169-13,-403.116425,16.41,0.518955946
169-77,-4991.604669,16.91,0.172146261
165-44,-4691.368388,10.7,0.155494586
162-15,0.1121,7.89,0.177371338
162-36,-3414.388269,7.84,0.147887364
162-76,-3640.4465,9.51,0.216106087
207-70,0.1121,9.13,(null)
209-40,0.1121,2.31,0.15749447
211-1,-133,17.65,0.992210984
220-69,-4411.097975,-0.32,0.136170626
219-68,-4253.10585,2.18,0.175495759
384-37,-132.375,22.316799,0.300317883
385-1,-122.1275,20.4762434,0.28895545
385-13,-2069.6475,20.1979101,0.432795227
323-53,-75.378125,17.04,0.261113405
344-85,-68.651875,12.54,0.560482621
346-85,-96.98375,20.39,0.642108738
296-53,-294.39125,26.86,0.087855861
300-53,-1777.901875,17.43,0.189186364
315-16,-4470.624731,12.22,0.233248249
316-53,-4410.563125,11.55,0.18191044
322-77,-56.8675,15.36,0.204457223
148-8,-1589.902256,16.230063,(null)
148-59,-3466.813531,11.6865214,(null)
325-77,-4385.675,18.45,0.126798555
270-13,-164.031875,19.11,0.150204405
141-73,0.1121,(null),(null)
221-37,0.1121,13,0.218797967
146-42,0.1121,3.47,0.095862672
147-2,0.1121,4.13,0.107327968
157-17,-4534.158869,3.73,0.131425902
160-32,-4363.527088,2.93,0.183326945
160-57,0.1121,3.62,0.19028002
160-71,-4365.297994,3.96,0.200779885
160-80,-4368.529956,4.57,(null)
